Date,signal,portfolioValue,Close
2012-01-03 00:00:00,0,10000.0,68.5
2012-01-04 00:00:00,0,10000.0,67.840000000000003
2012-01-05 00:00:00,0,10000.0,68.040000000000006
2012-01-06 00:00:00,0,10000.0,68.200000000000003
2012-01-09 00:00:00,-1,10000.0,68.510000000000005
2012-01-10 00:00:00,-1,9868.0500000000011,69.420000000000002
2012-01-11 00:00:00,1,10015.730000000001,68.379999999999995
2012-01-12 00:00:00,1,10065.370000000003,68.719999999999999
2012-01-13 00:00:00,1,10018.650000000003,68.400000000000006
2012-01-17 00:00:00,1,10046.390000000003,68.590000000000003
2012-01-18 00:00:00,1,10065.370000000003,68.719999999999999
2012-01-19 00:00:00,-1,10185.090000000004,69.540000000000006
2012-01-20 00:00:00,-1,9935.4300000000039,71.25
2012-01-23 00:00:00,1,10053.580000000004,70.400000000000006
2012-01-24 00:00:00,1,9954.1800000000039,69.700000000000003
2012-01-25 00:00:00,1,10035.120000000003,70.269999999999996
2012-01-26 00:00:00,1,9976.9000000000033,69.859999999999999
2012-01-27 00:00:00,1,9726.9800000000032,68.099999999999994
2012-01-30 00:00:00,1,9660.2400000000034,67.629999999999995
2012-01-31 00:00:00,1,9746.8600000000042,68.239999999999995
2012-02-01 00:00:00,-1,10150.140000000005,71.079999999999998
